title,communities,metric,paper_date,communities_name
Dance with Flow: Two-in-One Stream Action Detection@@@two-in-one two stream,26,92,2019-04-01,{'University of Amsterdam'}
Long-term Temporal Convolutions for Action Recognition@@@LTC,3,91.7,2016-04-15,"{'French Institute for Research in Computer Science and Automation', 'École Normale Supérieure'}"
R-STAN: Residual Spatial-Temporal Attention Network for Action Recognition@@@R-STAN-50,23,91.5,2019-06-19,{'Jilin University'}
Towards Good Practices for Very Deep Two-Stream ConvNets@@@Very deep two-stream ConvNet,2,91.4,2015-07-08,set()
Multi-region two-stream R-CNN for action detection@@@MR Two-Sream R-CNN,2+3,91.1,2016-09-17,"{'French Institute for Research in Computer Science and Automation', 'École Normale Supérieure'}"
Beyond Short Snippets: Deep Networks for Video Classification@@@Two-stream+LSTM,1,88.6,2015-03-31,"{'University of Maryland, College Park', 'University of Texas at Austin', 'Google', 'Stanford University'}"
Learning Spatio-Temporal Representation with Pseudo-3D Residual Networks@@@P3D,8,88.6,2017-11-28,"{'City University of Hong Kong', 'Microsoft', 'University of Science and Technology of China'}"
Two-Stream Convolutional Networks for Action Recognition in Videos@@@Two-stream,13,88.0,2014-06-09,"{'Graz University of Technology', 'Google', 'University of Oxford'}"
Bag of Visual Words and Fusion Methods for Action Recognition: Comprehensive Study and Good Practice@@@iDT+HSV,2,87.9,2014-05-18,set()
DistInit: Learning Video Representations Without a Single Labeled Video@@@R(2+1)D-18 (DistInit pretraining),19,85.8,2019-01-26,"{'Facebook', 'Carnegie Mellon University'}"
Resource Efficient 3D Convolutional Neural Networks@@@3D-SqueezeNet,20,74.94,2019-04-04,"{'Intel', 'Technische Universität München'}"
Large-Scale Video Classification with Convolutional Neural Networks@@@Slow Fusion + Finetune top 3 layers,1,65.4,2014-06-23,"{'University of Maryland, College Park', 'University of Texas at Austin', 'Google', 'Stanford University'}"
MLGCN: Multi-Laplacian Graph Convolutional Networks for Human Action Recognition@@@MLGCN,27,63.27,2019-09-11,set()
Self-supervised Spatio-temporal Representation Learning for Videos by Predicting Motion and Appearance Statistics@@@Pretrained on Kinetics,5,61.2,2019-04-07,"{'The Chinese University of Hong Kong', 'University of Oxford', 'Tencent', 'South China University of Technology'}"
Resource Efficient 3D Convolutional Neural Networks@@@3D-ShuffleNetV2 0.25x,20,56.52,2019-04-04,"{'Intel', 'Technische Universität München'}"
Resource Efficient 3D Convolutional Neural Networks@@@3D-MobileNetV2 0.2x,20,55.56,2019-04-04,"{'Intel', 'Technische Universität München'}"
UCF101: A Dataset of 101 Human Actions Classes From Videos in The Wild@@@Baseline UCF101,24,43.9,2012-12-03,set()
Towards Universal Representation for Unseen Action Recognition@@@CD-UAR,6,42.5,2018-03-22,"{'Newcastle University', 'University of California, Merced', 'Carnegie Mellon University', 'University of East Anglia'}"
PoTion: Pose MoTion Representation for Action Recognition@@@I3D + PoTion,3,29.3,2018-06-01,"{'French Institute for Research in Computer Science and Automation', 'École Normale Supérieure'}"
