title,communities,metric,paper_date,communities_name
Consistency Regularization for Generative Adversarial Networks@@@CR-GAN (ResNet),44,14.56,2019-10-26,"{'Google', 'University of Michigan'}"
Large Scale GAN Training for High Fidelity Natural Image Synthesis@@@BigGAN,63,14.73,2018-09-28,"{'Heriot-Watt University', 'Google'}"
Self-Supervised GANs via Auxiliary Rotation Loss@@@SS-GAN (sBN),3,15.65,2018-11-27,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Progressive Augmentation of GANs@@@PA-GAN,85,16.1,2019-01-29,{'Bosch'}
Improving MMD-GAN Training with Repulsive Loss Function@@@MMD-GAN-rep,64,16.21,2018-12-24,"{'Australian National University', 'University of Melbourne', 'RMIT University'}"
$Π-$nets: Deep Polynomial Neural Networks@@@Pi-net,24,16.79,2020-03-08,"{'National and Kapodistrian University of Athens', 'Imperial College London'}"
Dist-GAN: An Improved GAN using Distance Constraints@@@Dist-GAN,18,17.61,2018-03-23,"{'Singapore University of Technology and Design', 'University of Electronic Science and Technology of China'}"
Dual Contradistinctive Generative Autoencoder@@@DC-VAE,9,17.9,2020-11-19,"{'Cornell University', 'Carnegie Mellon University', 'Salesforce.com', 'National Research University – Higher School of Economics', 'Moscow State University'}"
Stable Rank Normalization for Improved Generalization in Neural Networks and GANs@@@SRN-GANs,12,19.83,2019-06-11,"{'Stanford University', 'Baidu', 'University of Oxford'}"
Spectral Normalization for Generative Adversarial Networks@@@SN-GANs,45,21.7,2018-02-16,"{'National Institute of Informatics', 'Kyoto University', 'Ritsumeikan University'}"
NCP-VAE: Variational Autoencoders with Noise Contrastive Priors@@@NCP-VAE,7,24.08,2020-10-06,"{'Nvidia', 'D-Wave Systems', 'University of Chicago', 'University of Illinois at Urbana–Champaign'}"
GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium@@@WGAN-GP + TT Update Rule,3,24.8,2017-06-26,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
On gradient regularizers for MMD GANs@@@SN-SMMDGAN,46,25.0,2018-05-29,"{'University College London', 'Imperial College London'}"
Generative Modeling by Estimating Gradients of the Data Distribution@@@NCSN,67,25.32,2019-07-12,{'Stanford University'}
The relativistic discriminator: a key element missing from standard GAN@@@RSGAN-GP,1,25.60,2018-07-02,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Gradient penalty from a maximum margin perspective@@@HingeGAN,65,27.12,2019-10-15,"{'IBM', 'Stanford University'}"
First Order Generative Adversarial Networks@@@FOGAN,3,27.4,2018-02-13,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Mode Seeking Generative Adversarial Networks for Diverse Image Synthesis@@@MSGAN,33,28.73,2019-03-13,"{'Peking University', 'University of California, Merced'}"
Improved Training of Wasserstein GANs@@@WGAN-GP,1,29.3,2017-03-31,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Generative Latent Flow@@@GLF+perceptual loss (ours),86,44.6,2019-05-24,"{'OpenAI', 'Google'}"
Residual Flows for Invertible Generative Modeling@@@Residual Flow,2,46.37,2019-06-06,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Prescribed Generative Adversarial Networks@@@PresGAN,47,52.202,2019-10-09,set()
"Progressive Growing of GANs for Improved Quality, Stability, and Variation@@@PGGAN",48,not available,2017-10-27,{'Nvidia'}
Understanding and Stabilizing GANs' Training Dynamics with Control Theory@@@CLC-GAN,8,not available,2019-09-29,"{'Tsinghua University', 'Xiaomi'}"
MSG-GAN: Multi-Scale Gradients for Generative Adversarial Networks@@@MSG-ProGAN,87,not available,2019-03-14,{'Adobe Systems'}
Class-Splitting Generative Adversarial Networks@@@Splitting GAN,66,not available,2017-09-21,set()
Image Synthesis with a Single (Robust) Classifier@@@Single Classifier,19,not available,2019-06-06,{'Massachusetts Institute of Technology'}
LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation@@@LR-GAN,49,not available,2017-03-05,"{'Virginia Tech', 'Facebook'}"
Calibrating Energy-based Generative Adversarial Networks@@@CEGAN-Ent-VI,1,not available,2017-02-06,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Improved Techniques for Training GANs@@@Improved GAN,2,not available,2016-06-10,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Generative Multi-Adversarial Networks@@@GMAN,88,not available,2016-11-05,{'Mitsubishi Electric Research Laboratories'}
BEGAN: Boundary Equilibrium Generative Adversarial Networks@@@BEGAN,2,not available,2017-03-31,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Adversarially Learned Inference@@@ALI,1,not available,2016-06-02,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
@@@DistAug-Sparse Transformer 152M,,,,set()
@@@DistAug-Sparse Transformer 58M,,,,set()
Generating Long Sequences with Sparse Transformers@@@Sparse Transformer 59M (strided),2,not available,2019-04-23,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Preventing Posterior Collapse with delta-VAEs@@@δ-VAE,6+1,not available,2019-01-10,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'University of California, Berkeley', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Ghent University', 'Sharif University of Technology', 'Stanford University'}"
Very Deep VAEs Generalize Autoregressive Models and Can Outperform Them on Images@@@Very Deep VAE,50,not available,2020-11-20,"{'Technical University of Denmark', 'Delhi Technological University'}"
Image Transformer@@@Image Transformer,3,not available,2018-02-15,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
"Locally Masked Convolution for Autoregressive Models@@@Locally Masked PixelCNN, 8 orders",2,not available,2020-06-22,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
PixelVAE++: Improved PixelVAE with Discrete Prior@@@PixelVAE++ Sadeghi et al. (2019),7,not available,2019-08-26,"{'Nvidia', 'D-Wave Systems', 'University of Chicago', 'University of Illinois at Urbana–Champaign'}"
NVAE: A Deep Hierarchical Variational Autoencoder@@@NVAE w/ flow,7,not available,2020-07-08,"{'Nvidia', 'D-Wave Systems', 'University of Chicago', 'University of Illinois at Urbana–Champaign'}"
VFlow: More Expressive Generative Flows with Variational Data Augmentation@@@VFlow,8,not available,2020-02-22,"{'Tsinghua University', 'Xiaomi'}"
Pixel Recurrent Neural Networks@@@PixelRNN,12,not available,2016-01-25,"{'Stanford University', 'Baidu', 'University of Oxford'}"
Conditional Image Generation with PixelCNN Decoders@@@Gated PixelCNN,6,not available,2016-06-16,"{'Ghent University', 'Microsoft', 'Google', 'University of California, Berkeley'}"
Augmented Normalizing Flows: Bridging the Gap Between Generative Flows and Latent Variable Models@@@ANF Huang et al. (2020),1,not available,2020-02-17,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Flow++: Improving Flow-Based Generative Models with Variational Dequantization and Architecture Design@@@Flow++,2,not available,2019-02-01,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
BIVA: A Very Deep Hierarchy of Latent Variables for Generative Modeling@@@BIVA Maaloe et al. (2019),50,not available,2019-02-06,"{'Technical University of Denmark', 'Delhi Technological University'}"
Improved Variational Inference with Inverse Autoregressive Flow@@@VAE with IAF,2,not available,2016-12-01,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Pixel Recurrent Neural Networks@@@PixelCNN,12,not available,2016-01-25,"{'Stanford University', 'Baidu', 'University of Oxford'}"
MaCow: Masked Convolutional Generative Flow@@@MaCow (Var),1,not available,2019-02-12,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
MintNet: Building Invertible Neural Networks with Masked Convolutions@@@MintNet,67,not available,2019-07-18,{'Stanford University'}
"Glow: Generative Flow with Invertible 1x1 Convolutions@@@Glow (Kingma and Dhariwal, 2018)",86,not available,2018-07-09,"{'OpenAI', 'Google'}"
DVAE++: Discrete Variational Autoencoders with Overlapping Transformations@@@DVAE++ Vahdat et al. ([2018b]),7,not available,2018-02-14,"{'Nvidia', 'D-Wave Systems', 'University of Chicago', 'University of Illinois at Urbana–Champaign'}"
FFJORD: Free-form Continuous Dynamics for Scalable Reversible Generative Models@@@FFJORD,2,not available,2018-10-02,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Invertible Residual Networks@@@i-ResNet,2,not available,2018-11-02,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Generative Image Modeling Using Spatial LSTMs@@@RIDE,89,not available,2015-06-10,{'University of Tübingen'}
"Density estimation using Real NVP@@@Real NVP (Dinh et al., 2017)",1,not available,2016-05-27,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Density estimation using Real NVP@@@Real NVP,1,not available,2016-05-27,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Super-resolution Variational Auto-Encoders@@@VAE+RealNVP,68,not available,2020-06-09,set()
Towards Conceptual Compression@@@Conv DRAW,6,not available,2016-04-29,"{'Ghent University', 'Microsoft', 'Google', 'University of California, Berkeley'}"
Super-resolution Variational Auto-Encoders@@@srVAE,68,not available,2020-06-09,set()
Factoring Variations in Natural Images with Deep Gaussian Mixture Models@@@Deep GMM,6,not available,2014-12-01,"{'Ghent University', 'Microsoft', 'Google', 'University of California, Berkeley'}"
DRAW: A Recurrent Neural Network For Image Generation@@@DRAW,6,not available,2015-02-16,"{'Ghent University', 'Microsoft', 'Google', 'University of California, Berkeley'}"
Pixel Recurrent Neural Networks@@@NICE,12,not available,2016-01-25,"{'Stanford University', 'Baidu', 'University of Oxford'}"
NICE: Non-linear Independent Components Estimation@@@NICE,1,not available,2014-10-30,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
"Adversarial Defense by Restricting the Hidden Space of Deep Neural Networks@@@PCL (against PGD, white box)",25,not available,2019-04-01,"{'Australian National University', 'University of Canberra'}"
MUXConv: Information Multiplexing in Convolutional Neural Networks@@@MUXNet-m,69,not available,2020-03-31,{'Michigan State University'}
SGAS: Sequential Greedy Architecture Search@@@SGAS,20,not available,2019-11-30,"{'Leibniz University of Hanover', 'King Abdullah University of Science and Technology', 'Intel'}"
Noisy Differentiable Architecture Search@@@NoisyDARTS,8,not available,2020-05-07,"{'Tsinghua University', 'Xiaomi'}"
Searching for A Robust Neural Architecture in Four GPU Hours@@@GDAS (FRC),70,not available,2019-10-10,"{'University of Technology, Sydney'}"
PC-DARTS: Partial Channel Connections for Memory-Efficient Architecture Search@@@PC-DARTS-CIFAR,13,not available,2019-07-12,"{'Huawei', 'Tongji University', 'Shanghai Jiao Tong University'}"
Learning Implicitly Recurrent CNNs Through Parameter Sharing@@@Soft Parameter Sharing,56,not available,2019-02-26,"{'Federal University of Rio de Janeiro', 'University of Chicago'}"
Fair DARTS: Eliminating Unfair Advantages in Differentiable Architecture Search@@@FairDARTS-a,8,not available,2019-11-27,"{'Tsinghua University', 'Xiaomi'}"
One-Shot Neural Architecture Search via Self-Evaluated Template Network@@@SETN (T=1K) + CutOut,70,not available,2019-10-13,"{'University of Technology, Sydney'}"
AlphaX: eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search@@@AlphaX-1 (cutout NASNet),11,not available,2019-03-26,"{'University of California, San Diego', 'Microsoft'}"
Searching for A Robust Neural Architecture in Four GPU Hours@@@GDAS,70,not available,2019-10-10,"{'University of Technology, Sydney'}"
Neural Architecture Transfer@@@NAT-M1,3,not available,2020-05-12,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Neural Architecture Transfer@@@NAT-M2,3,not available,2020-05-12,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Neural Architecture Transfer@@@NAT-M3,3,not available,2020-05-12,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Neural Architecture Transfer@@@NAT-M4,3,not available,2020-05-12,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
SCAN: Learning to Classify Images without Labels@@@SCAN,34,not available,2020-05-25,set()
SCAN: Learning to Classify Images without Labels@@@SCAN (Avg),34,not available,2020-05-25,set()
Learning Diverse and Discriminative Representations via the Principle of Maximal Coding Rate Reduction@@@MCR2,16,not available,2020-06-15,"{'ShanghaiTech University', 'Tsinghua University', 'Agency for Science, Technology and Research', 'MediaTek', 'University of Macau'}"
Deep Comprehensive Correlation Mining for Image Clustering@@@DCCM,21,not available,2019-04-15,"{'Peking University', 'SenseTime', 'Chinese Academy of Sciences'}"
Deep Adaptive Image Clustering@@@DAC,35,not available,2017-10-01,{'Chinese Academy of Sciences'}
Balanced Self-Paced Learning for Generative Adversarial Clustering Network@@@ClusterGAN,51,not available,2019-06-01,"{'Xidian University', 'University of Pittsburgh'}"
Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks@@@GAN,2,not available,2015-11-19,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Unsupervised Deep Embedding for Clustering Analysis@@@DEC,71,not available,2015-11-19,"{'University of Washington', 'Facebook'}"
Auto-Encoding Variational Bayes@@@VAE,52,not available,2013-12-20,"{'University of California, Berkeley'}"
Joint Unsupervised Learning of Deep Representations and Image Clusters@@@JULE,49,not available,2016-04-13,"{'Virginia Tech', 'Facebook'}"
Sharpness-Aware Minimization for Efficiently Improving Generalization@@@EffNet-L2 (SAM),53,not available,2020-10-03,{'Google'}
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale@@@ViT-H/14,3,not available,2020-10-22,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale@@@ViT-L/16,3,not available,2020-10-22,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Big Transfer (BiT): General Visual Representation Learning@@@BiT-L (ResNet),3,not available,2019-12-24,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Sample-Efficient Neural Architecture Search by Learning Action Space for Monte Carlo Tree Search@@@LaNet,11,not available,2019-01-01,"{'University of California, San Diego', 'Microsoft'}"
GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism@@@GPIPE + transfer learning,4,not available,2018-11-16,{'Google'}
TResNet: High Performance GPU-Dedicated Architecture@@@TResNet-XL,54,not available,2020-03-30,set()
Big Transfer (BiT): General Visual Representation Learning@@@BiT-M (ResNet),3,not available,2019-12-24,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks@@@EfficientNet-B7,4,not available,2019-05-28,{'Google'}
"SplitNet: Divide and Co-training@@@PyramidNet-272, S=4",10,not available,2020-11-30,{'Alibaba Group'}
FMix: Enhancing Mixed Sample Data Augmentation@@@PyramidNet + ShakeDrop + Fast AA + FMix,26,not available,2020-02-27,{'University of Southampton'}
Sharpness-Aware Minimization for Efficiently Improving Generalization@@@PyramidNet (SAM),53,not available,2020-10-03,{'Google'}
ColorNet -- Estimating Colorfulness in Natural Images@@@ColorNet,72,not available,2019-08-22,"{'Trinity College, Dublin'}"
"SplitNet: Divide and Co-training@@@WRN-40-10, S=4",10,not available,2020-11-30,{'Alibaba Group'}
Rethinking Recurrent Neural Networks and other Improvements for Image Classification@@@E2E-3M,90,not available,2020-07-30,{'University of Coimbra'}
"SplitNet: Divide and Co-training@@@WRN-28-10, S=4",10,not available,2020-11-30,{'Alibaba Group'}
"SplitNet: Divide and Co-training@@@Shake-Shake 26 2x96d, S=4",10,not available,2020-11-30,{'Alibaba Group'}
Fast AutoAugment@@@PyramidNet+ShakeDrop (Fast AA),36,not available,2019-05-01,set()
Noisy Differentiable Architecture Search@@@NoisyDARTS-A-t,8,not available,2020-05-07,"{'Tsinghua University', 'Xiaomi'}"
SpinalNet: Deep Neural Network with Gradual Input@@@Wide-ResNet-101,22,not available,2020-07-07,set()
EnAET: Self-Trained Ensemble AutoEncoding Transformations for Semi-Supervised Learning@@@EnAET,13,not available,2019-11-21,"{'Huawei', 'Tongji University', 'Shanghai Jiao Tong University'}"
ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware@@@Proxyless-G + c/o,5,not available,2018-12-02,"{'East China Normal University', 'Shanghai Jiao Tong University', 'Massachusetts Institute of Technology'}"
Squeeze-and-Excitation Networks@@@SENet + ShakeShake + Cutout,73,not available,2017-09-05,{'University of Oxford'}
Fixup Initialization: Residual Learning Without Normalization@@@WRN + fixup init + mixup + cutout,1,not available,2019-01-27,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Noisy Differentiable Architecture Search@@@NoisyDARTS-a,8,not available,2020-05-07,"{'Tsinghua University', 'Xiaomi'}"
batchboost: regularization for stabilizing training with resistance to underfitting & overfitting@@@DenseNet-BC-190 + batchboost,101,not available,2020-01-21,set()
Learning Implicitly Recurrent CNNs Through Parameter Sharing@@@Shared WRN,56,not available,2019-02-26,"{'Federal University of Rio de Janeiro', 'University of Chicago'}"
Manifold Mixup: Better Representations by Interpolating Hidden States@@@Manifold Mixup WRN 28-10,1,not available,2018-06-13,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
mixup: Beyond Empirical Risk Minimization@@@DenseNet-BC-190 + Mixup,1,not available,2017-10-25,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Averaging Weights Leads to Wider Optima and Better Generalization@@@ShakeShake-2x64d + SWA,9,not available,2018-03-14,"{'Cornell University', 'Carnegie Mellon University', 'Salesforce.com', 'National Research University – Higher School of Economics', 'Moscow State University'}"
CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features@@@PyramidNet-200 + CutMix,17,not available,2019-05-13,"{'Yonsei University', 'Naver Corporation', 'KAIST'}"
Averaging Weights Leads to Wider Optima and Better Generalization@@@WRN-28-10 + SWA,9,not available,2018-03-14,"{'Cornell University', 'Carnegie Mellon University', 'Salesforce.com', 'National Research University – Higher School of Economics', 'Moscow State University'}"
Single-bit-per-weight deep convolutional neural networks without batch-normalization layers for embedded systems@@@Wide ResNet+cutout,31,not available,2019-07-16,"{'University of California, San Diego', 'University of Sydney', 'University of South Australia'}"
Deep Pyramidal Residual Networks@@@Deep pyramidal residual network,17,not available,2016-10-10,"{'Yonsei University', 'Naver Corporation', 'KAIST'}"
Deep Competitive Pathway Networks@@@CoPaNet-R-164,91,not available,2017-09-29,set()
Densely Connected Convolutional Networks@@@DenseNet (DenseNet-BC-190),28,not available,2016-08-25,"{'Tsinghua University', 'Cornell University', 'Facebook'}"
"Selective Kernel Networks@@@SKNet-29 (ResNeXt-29, 16×32d)",55,not available,2019-03-15,"{'Tsinghua University', 'Nanjing University', 'Nanjing University of Science and Technology'}"
Fractional Max-Pooling@@@Fractional MP,102,not available,2014-12-18,{'University of Warwick'}
Neural Architecture Search with Reinforcement Learning@@@Neural Architecture Search,4,not available,2016-11-05,{'Google'}
Training Neural Networks with Local Error Signals@@@VGG11B(2x) + LocalLearning + CO,92,not available,2019-01-20,{'Columbia University'}
Learning Identity Mappings with Residual Gates@@@Residual Gates + WRN,56,not available,2016-11-04,"{'Federal University of Rio de Janeiro', 'University of Chicago'}"
Towards Principled Design of Deep Convolutional Networks: Introducing SimpNet@@@SimpleNetv2,27,not available,2018-02-17,set()
Wide Residual Networks@@@Wide ResNet,93,not available,2016-05-23,set()
Regularizing Neural Networks via Adversarial Model Perturbation@@@PreActResNet18+AMP,74,not available,2020-10-10,set()
Striving for Simplicity: The All Convolutional Net@@@ACN,3,not available,2014-12-21,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
