title,communities,metric,paper_date,communities_name
Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models@@@MP-EB,10,142,2015-07-03,set()
Deep Exploration via Bootstrapped DQN@@@Bootstrapped DQN,2,100,2016-02-15,"{'Google', 'Université de Montréal', 'Stanford University'}"
Massively Parallel Methods for Deep Reinforcement Learning@@@Gorila,1+2+3,84,2015-07-15,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning@@@TRPO-hash,,,,set()
Asynchronous Methods for Deep Reinforcement Learning@@@A3C FF hs,2+1,67,2016-02-04,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
Noisy Networks for Exploration@@@NoisyNet-Dueling,2,57,2017-06-30,"{'Google', 'Université de Montréal', 'Stanford University'}"
Asynchronous Methods for Deep Reinforcement Learning@@@A3C FF (1 day) hs,2+1,53,2016-02-04,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
Prioritized Experience Replay@@@Prior hs,1,51,2015-11-18,"{'University of Alberta', 'Google', 'University of Cambridge', 'Carnegie Mellon University'}"
Deep Reinforcement Learning with Double Q-learning@@@DQN hs,1,47,2015-09-22,"{'University of Alberta', 'Google', 'University of Cambridge', 'Carnegie Mellon University'}"
Deep Reinforcement Learning with Double Q-learning@@@DDQN (tuned) hs,1,42,2015-09-22,"{'University of Alberta', 'Google', 'University of Cambridge', 'Carnegie Mellon University'}"
Asynchronous Methods for Deep Reinforcement Learning@@@A3C LSTM hs,2+1,41,2016-02-04,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
Deep Reinforcement Learning with Double Q-learning@@@Prior+Duel hs,1,24,2015-09-22,"{'University of Alberta', 'Google', 'University of Cambridge', 'Carnegie Mellon University'}"
Dueling Network Architectures for Deep Reinforcement Learning@@@Duel hs,1,22,2015-11-20,"{'University of Alberta', 'Google', 'University of Cambridge', 'Carnegie Mellon University'}"
The Arcade Learning Environment: An Evaluation Platform for General Agents@@@Best Learner,1,10.7,2012-07-19,"{'University of Alberta', 'Google', 'University of Cambridge', 'Carnegie Mellon University'}"
Increasing the Action Gap: New Operators for Reinforcement Learning@@@Persistent AL,2+1,1.72,2015-12-15,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
Increasing the Action Gap: New Operators for Reinforcement Learning@@@Advantage Learning,2+1,0.42,2015-12-15,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
Implicit Quantile Networks for Distributional Reinforcement Learning@@@IQN,2+1,0,2018-06-14,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model@@@MuZero",2+1,0.00,2019-11-19,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures@@@IMPALA (deep),2,0.00,2018-02-05,"{'Google', 'Université de Montréal', 'Stanford University'}"
Evolving simple programs for playing Atari games@@@CGP,9,0,2018-06-14,"{'University of York', 'University of Toulouse'}"
Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization@@@POP3D,11,0,2018-07-02,{'Xiaomi'}
Distributional Reinforcement Learning with Quantile Regression@@@QR-DQN-1,2+1,0,2017-10-27,"{'Carnegie Mellon University', 'Stanford University', 'Université de Montréal', 'Google', 'University of Cambridge', 'University of Alberta'}"
