"author","community"
"Si Wei",5
"Hui Jiang",5
"Junbei Zhang",5
"Xiaodan Zhu",5
"Qian Chen",5
"Li-Rong Dai",5
"Si Wei",5
"Hui Jiang",5
"Hsin-Yuan Huang",1
"Chenguang Zhu",1
"Yelong Shen",1
"Weizhu Chen",1
"Wenhui Wang",1
"Nan Yang",1
"Furu Wei",1
"Baobao Chang",1
"Ming Zhou",1
"Bryan McCann",13
"James Bradbury",13
"Caiming Xiong",13
"Richard Socher",13
"Kenton Lee",2
"Tom Kwiatkowksi",2
"Shimi Salant",2
"Ankur P. Parikh",2
"Tom Kwiatkowski",2
"Dipanjan Das",2
"Jonathan Berant",2
"Dzmitry Bahdanau",9
"Tom Bosc",9
"Stanislaw Jastrzebski",9
"Edward Grefenstette",9
"Pascal Vincent",9
"Yoshua Bengio",9
"Dzmitry Bahdanau",9
"Tom Bosc",9
"Stanislaw Jastrzebski",9
"Edward Grefenstette",9
"Pascal Vincent",9
"Yoshua Bengio",9
"Dzmitry Bahdanau",9
"Tom Bosc",9
"Stanislaw Jastrzebski",9
"Edward Grefenstette",9
"Pascal Vincent",9
"Yoshua Bengio",9
"Linfeng Song",7
"Zhiguo Wang",7
"Wael Hamza",7
"Yue Zhang",7
"Daniel Gildea",7
"Ikuya Yamada",11
"Akari Asai",11
"Hiroyuki Shindo",11
"Hideaki Takeda",11
"Yuji Matsumoto",11
"Shuohang Wang",19
"Jing Jiang",19
"Shuohang Wang",19
"Jing Jiang",19
"Shuohang Wang",19
"Jing Jiang",19
"Shuohang Wang",19
"Jing Jiang",19
"Dirk Weissenborn",16
"Georg Wiese",16
"Laura Seiffe",16
"Dirk Weissenborn",16
"Georg Wiese",16
"Laura Seiffe",16
"Boyuan Pan",4
"Hao Li",4
"Zhou Zhao",4
"Bin Cao",4
"Deng Cai",4
"Xiaofei He",4
"Boyuan Pan",4
"Hao Li",4
"Zhou Zhao",4
"Bin Cao",4
"Deng Cai",4
"Xiaofei He",4
"Boyuan Pan",4
"Hao Li",4
"Zhou Zhao",4
"Bin Cao",4
"Deng Cai",4
"Xiaofei He",4
"Jaemin Cho",14
"Minjoon Seo",14
"Hannaneh Hajishirzi",14
"Zhiguo Wang",7
"Haitao Mi",7
"Wael Hamza",7
"Radu Florian",7
"Zhiguo Wang",7
"Haitao Mi",7
"Wael Hamza",7
"Radu Florian",7
"Qingyu Zhou",1
"Nan Yang",1
"Furu Wei",1
"Chuanqi Tan",1
"Hangbo Bao",1
"Ming Zhou",1
"Swetha Mandava",17
"Szymon Migacz",17
"Alex Fit Florea",17
"Rui Liu",3
"Wei Wei",3
"Weiguang Mao",3
"Maria Chikina",3
"Rui Liu",3
"Wei Wei",3
"Weiguang Mao",3
"Maria Chikina",3
"Rui Liu",3
"Wei Wei",3
"Weiguang Mao",3
"Maria Chikina",3
"Yu Yan",1
"Weizhen Qi",1
"Yeyun Gong",1
"Dayiheng Liu",1
"Nan Duan",1
"Jiusheng Chen",1
"Ruofei Zhang",1
"Ming Zhou",1
"Danqi Chen",2
"Adam Fisch",2
"Jason Weston",2
"Antoine Bordes",2
"Yelong Shen",1
"Po-Sen Huang",1
"Jianfeng Gao",1
"Weizhu Chen",1
"Yelong Shen",1
"Po-Sen Huang",1
"Jianfeng Gao",1
"Weizhu Chen",1
"Minghao Hu",1
"Peng Yuxing",1
"Yuxing Peng",1
"Zhen Huang",1
"Xipeng Qiu",1
"Furu Wei",1
"Ming Zhou",1
"Minghao Hu",1
"Peng Yuxing",1
"Yuxing Peng",1
"Zhen Huang",1
"Xipeng Qiu",1
"Furu Wei",1
"Ming Zhou",1
"Minghao Hu",1
"Peng Yuxing",1
"Yuxing Peng",1
"Zhen Huang",1
"Xipeng Qiu",1
"Furu Wei",1
"Ming Zhou",1
"Minghao Hu",1
"Peng Yuxing",1
"Yuxing Peng",1
"Zhen Huang",1
"Xipeng Qiu",1
"Furu Wei",1
"Ming Zhou",1
"Yichen Gong",18
"Samuel R. Bowman",18
"Christopher Clark",2
"Matt Gardner",2
"Tao Lei",12
"Yu Zhang",12
"Sida I. Wang",12
"Hui Dai",12
"Yoav Artzi",12
"Zheqian Chen",4
"Rongqin Yang",4
"Bin Cao",4
"Zhou Zhao",4
"Deng Cai",4
"Xiaofei He",4
"Mandar Joshi",2
"Danqi Chen",2
"Yinhan Liu",2
"Daniel S. Weld",2
"Luke Zettlemoyer",2
"Omer Levy",2
"Xiaodong Liu",1
"Yelong Shen",1
"Kevin Duh",1
"Jianfeng Gao",1
"Xiaodong Liu",1
"Yelong Shen",1
"Kevin Duh",1
"Jianfeng Gao",1
"Rui Liu",3
"Junjie Hu",3
"Wei Wei",3
"Zi Yang",3
"Eric Nyberg",3
"Rui Liu",3
"Junjie Hu",3
"Wei Wei",3
"Zi Yang",3
"Eric Nyberg",3
"Rui Liu",3
"Junjie Hu",3
"Wei Wei",3
"Zi Yang",3
"Eric Nyberg",3
"Rui Liu",3
"Junjie Hu",3
"Wei Wei",3
"Zi Yang",3
"Eric Nyberg",3
"Li Dong",1
"Nan Yang",1
"Wenhui Wang",1
"Furu Wei",1
"Xiaodong Liu",1
"Yu Wang",1
"Jianfeng Gao",1
"Ming Zhou",1
"Hsiao-Wuen Hon",1
"Hangbo Bao",1
"Li Dong",1
"Furu Wei",1
"Wenhui Wang",1
"Nan Yang",1
"Xiaodong Liu",1
"Yu Wang",1
"Songhao Piao",1
"Jianfeng Gao",1
"Ming Zhou",1
"Hsiao-Wuen Hon",1
"Zhilin Yang",3
"Bhuwan Dhingra",3
"Ye Yuan",3
"Junjie Hu",3
"William W. Cohen",3
"Ruslan Salakhutdinov",3
"Zhilin Yang",3
"Zihang Dai",3
"Yiming Yang",3
"Jaime G. Carbonell",3
"Ruslan Salakhutdinov",3
"Quoc V. Le",3
