"author","community"
"Christopher D. Manning",1
"Siddhartha Brahma",34
"Jingjing Gong",23
"Xipeng Qiu",23
"Shaojing Wang",23
"Xuanjing Huang",23
"Jingjing Gong",23
"Xipeng Qiu",23
"Shaojing Wang",23
"Xuanjing Huang",23
"Min Yang",9
"Wei Zhao",9
"Jianbo Ye",9
"Zeyang Lei",9
"Suofei Zhang",9
"Zhou Zhao",9
"Soufei Zhang",9
"Bryan McCann",1
"James Bradbury",1
"Caiming Xiong",1
"Richard Socher",1
"Xuanqing Liu",17
"Hsiang-Fu Yu",17
"Inderjit S. Dhillon",17
"Cho-Jui Hsieh",17
"Alec Radford",25
"Rafal Jozefowicz",25
"Ilya Sutskever",25
"Giannis Nikolentzos",28
"Antoine J.-P. Tixier",28
"Michalis Vazirgiannis",28
"Xiaodong Liu",18
"Pengcheng He",18
"Weizhu Chen",18
"Jianfeng Gao",18
"Tsendsuren Munkhdalai",32
"Hong Yu",32
"Jose Camacho-Collados",31
"Mohammad Taher Pilehvar",31
"Swetha Mandava",26
"Szymon Migacz",26
"Alex Fit Florea",26
"Neel Kant",22
"Raul Puri",22
"Nikolai Yakovenko",22
"Bryan Catanzaro",22
"Richard Socher",1
"Alex Perelygin",1
"Jean Y. Wu",1
"Jason Chuang",1
"Christopher D. Manning",1
"Andrew Y. Ng",1
"Christopher Potts",1
"Richard Socher",1
"Alex Perelygin",1
"Jean Y. Wu",1
"Jason Chuang",1
"Christopher D. Manning",1
"Andrew Y. Ng",1
"Christopher Potts",1
"Yinhan Liu",3
"Myle Ott",3
"Naman Goyal",3
"Jingfei Du",3
"Mandar Joshi",3
"Danqi Chen",3
"Omer Levy",3
"Mike Lewis",3
"Luke Zettlemoyer",3
"Veselin Stoyanov",3
"Mandar Joshi",3
"Danqi Chen",3
"Yinhan Liu",3
"Daniel S. Weld",3
"Luke Zettlemoyer",3
"Omer Levy",3
"Forrest Iandola",20
"Albert Shaw",20
"Ravi Krishna",20
"Kurt Keutzer",20
"Qian Liu",14
"Heyan Huang",14
"Yang Gao",14
"Xiaochi Wei",14
"Yuxin Tian",14
"Luyang Liu",14
"Peng Zhou",13
"Zhenyu Qi",13
"Suncong Zheng",13
"Jiaming Xu",13
"Hongyun Bao",13
"Bo Xu",13
"Bonggun Shin",29
"Hao Yang",29
"Jinho D. Choi",29
"Xiaoqi Jiao",2
"Yichun Yin",2
"Lifeng Shang",2
"Xin Jiang",2
"Xiao Chen",2
"Linlin Li",2
"Fang Wang",2
"Qun Liu",2
"Daniel Cer",4
"Yinfei Yang",4
"Sheng-yi Kong",4
"Nan Hua",4
"Nicole Lyn Untalan Limtiaco",4
"Rhomni St. John",4
"Noah Constant",4
"Mario Guajardo-Cespedes",4
"Steve Yuan",4
"Chris Tar",4
"Brian Strope",4
"Ray Kurzweil",4
"Zhilin Yang",11
"Zihang Dai",11
"Yiming Yang",11
"Jaime G. Carbonell",11
"Ruslan Salakhutdinov",11
"Quoc V. Le",11
